site_numbet,site_sql_id,site_name,LAT,LON,COMMENT,GAGETAG,Elevation,ElevationComment
Tolt6,1196,Lower Tolt 6,47.64035,-121.907,Tolt River Corridor Study,Stream Gauge(Recording),88.41,survey
Tolt7,1197,Lower Tolt 7,47.64206,-121.902,Tolt River Corridor Study,Stream Gauge(Recording),97.76,survey
Tolt8,1198,Lower Tolt 8,47.64297,-121.895,Tolt River Corridor Study,Stream Gauge(Recording),108.03,survey
Trilogy_met,798,Trilogy Golf Course Met Station,47.69998,-122.028,data from Trilogy GC met station,Precipitation Gauge(Recording),,
VA20,721,"Robinwood Creek-17B, Vashon Island",47.4322,-122.51,,Stream Gauge(Recording),,
VA23,707,"Christensen Creek, Vashon Island",47.4032,-122.519,,Stream Gauge(Recording),,
VA30,708,"Bates Creek, Vashon Island",47.375,-122.515,,Stream Gauge(Recording),,
VA42c,1837,Judd abv Singer Rd,47.42477,-122.483,,Stream Gauge(Recording),167,imap
VA42d,1838,Judd blw 111th,47.41703,-122.476,,Stream Gauge(Recording),120,imap
VA43,710,"Tsugwalla Creek, Vashon Island",47.4048,-122.452,,Stream Gauge(Recording),,
VA62,713,"Ellis Creek, Vashon Island",47.4171,-122.44,,Stream Gauge(Recording),,
VA63,714,"Ellisport Creek, Vashon Island",47.4186,-122.44,,Stream Gauge(Recording),,
VA64,715,"Beall Creek, Vashon Island",47.4489,-122.445,,Stream Gauge(Recording),,
VA66,717,"Dilworth Creek, Vashon Island",47.4581,-122.449,,Stream Gauge(Recording),,
VA67,718,"Glen Acre Creek, Vashon Island",47.4775,-122.449,,Stream Gauge(Recording),,
VAS_w-60,1686,North Vashon Hwy,47.4757,-122.46,,Groundwater Observation Well(Recording),400,
VAS_w-61,1578,"Valley Center Park-n-Ride 2"" well",47.42293,-122.461,,Groundwater Observation Well(Recording),325,
VAS_w-63,1691,Redding Beach Rd well,47.39461,-122.505,,Groundwater Observation Well(Recording),290,
VAS_w-64,1755,Wax Orchard Rd @ Vashon Hwy,47.35924,-122.504,,Groundwater Observation Well(Recording),380,
VAS_w-65,1756,Valley Center Park-n-Ride 6-inch well,47.423,-122.461,,Groundwater Observation Well(Recording),325,
VAS_w-70,1688,"Valley Center P-n-R 2"" Deep well",47.42293,-122.462,,Groundwater Observation Well(Recording),325,
VAS_w-71,1576,Island Center Forest,47.43724,-122.471,,Groundwater Observation Well(Recording),367,
VAS_w-72,1577,Paradise Ridge Park,47.40811,-122.485,,Groundwater Observation Well(Recording),380,
VAS_w-73,1687,111th Ave Well,47.41937,-122.477,,Groundwater Observation Well(Recording),145,
VMI_OBW2,1780,MI OBW-2,47.36702,-122.445,,Groundwater Observation Well(Recording),351.7,
VMI_OBW5,1765,MI OBW-5,47.37054,-122.444,,Groundwater Observation Well(Recording),264.7,
WAM06600-013031,1300,Bear Creek Friendly Village,47.68307,-122.091,Still deployed,,,
WAM06600-299887,1347,Glendale Cr,47.94022,-122.365,"Still deployed,",,,
WL1509E,1908,East Lake Sammamish Wetland 09 East to Allen Lake,47.6132,-122.017,For City of Sammamish,Stream Gauge(Recording),5,
WL1509W,1907,East Lake Sammamish Wetland 09 West,47.61182,-122.034,For City of Sammamish,Stream Gauge(Recording),,
WL1517,1915,East Lake Sammamish Wetland 17 - City Site 4,47.59517,-122.058,City of Sammamish site 4,Stream Gauge(Recording),0,
WL1561,1909,East Lake Sammamish Wetland 61 - City Site 3,47.60133,-122.042,City of Sammamish site 3,Stream Gauge(Recording),,
WL3106,1569,"Cedar River Wetland 06, Cavenaugh Pond, River Bend Project",47.46431,-122.114,Installed for River Bend project,Stream Gauge(Recording),121.03,Pipe top (123.49 - top of board)
WL31116b_E,1940,Cedar Weltand 116b - Rutledge - Johnson upper pond,47.4237,-122.048,,Stream Gauge(Recording),254.7,
WL31116b_W,1939,Cedar Weltand 116b - Rutledge - Johnson lower pond,47.42414,-122.049,,Stream Gauge(Recording),262.14,
WL3708 Lake Boren,1860,"Lk Boren - May Creek wetland 08, City of Newcastle",47.53214,-122.164,Gauge operated for City of Newcastle,Stream Gauge(Recording),,
WL5317,1234,Snoqualmie Wetland 5317 - Deer Cr Main Beaver Pond,47.70415,-121.971,Call homeowner before visit - Beth and Cliff Nelson (425-788-2500),Stream Gauge(Recording),245,from iMap 5' contours
WL5317a,1278,Snoqualmie Wetland 5317 - Deer Cr Beaver Pond - Upper site,47.70396,-121.97,aboveupper dam in wetland. Call 425-788-2500 before visit. Cliff Nelson,Stream Gauge(Recording),250,from imap 5 foot contours
WL5317b,1689,Deer Cr Beaver Pond below main dam,47.70414,-121.971,water level below main dam. Call 425-788-2500 before visit. Cliff Nelson,Stream Gauge(Recording),245,
WL5322,1438,Snoqualmie Wetland 22 - Winkleman,47.71624,-121.99,Winkleman project,Stream Gauge(Recording),38.71,
WL5387_OL,1513,Snoqualmie Wetland 87 near outlet,47.57694,-121.903,Near SAFC_04,Stream Gauge(Recording),81.3,Bob P survey
WL5387_b,1471,Snoqualmie Wetland 87 at Barfuse Levee Culvert,47.5718,-121.895,,Stream Gauge(Recording),90.26,MW WL5387_b TOP OF PVC
WL5705,1231,Tate Creek Wetland 5 (TC5) - McLeod Lake - Upper Pool,47.55698,-121.732,"level only, at inlet to leveler pipe.",Stream Gauge(Recording),1015,from imap 5' contours
WL5705_a,1271,Tate Creek Wetland 5 (TC5) - McLeod Lake - Lower Pool,47.5567,-121.732,"level only, pool near start of creek ravine.",Precipitation Gauge(Recording),,
WLDLK,1869,Lake Wilderness,47.37137,-122.036,,Temperature and Lake Level (Recording),460,
WnkDwnA,1950,"Winkleman at placed pile, A row",47.71471,-121.994,,Stream Gauge(Recording),30.3,equated with WnkDwn
XRDS,669,Bellevue Crossroads I&I Rain Gage,47.61734,-122.126,At Bellevue Fire Station #3,Precipitation Gauge(Recording),,
YBAY,1030,Yarrow Bay,47.64918,-122.204,Site Code changed Jan 16 2013 per WTD,WTD Rain Gage,,
Z_ERES_hold,1475,Store ERES loggers we start,,,,Stream Gauge(Recording),,
bl1,218,Beaver Lake 1,47.59737,-121.989,,Stream Gauge(Recording),,
bl2,219,Beaver Lake 2,47.59396,-121.998,,Stream Gauge(Recording),,
bl4,220,Beaver Lake Outlet at weir,47.58556,-122.006,,Stream Gauge(Recording),,
hslak,241,"Horseshoe Lake NE shore, wetland 4021",47.31007,-122.04,various lake level gagings and observations adjusted to NAVD88,Stream Gauge(Recording),512.41,Survey rebar & cap in back yard of 32626 224 PL SE
lfu,248,Licorice Fern Rain Gauge,47.5064,-122.112,,Precipitation Gauge(Recording),,
sgdwn,2067,Seawest Granston lower stream,47.72713,-122.071,,Stream Gauge(Recording),143,
va12c,1853,Shinglemill abv Needle,47.46779,-122.474,,Stream Gauge(Recording),113,imap
va12d,1854,Needle Creek,47.46785,-122.474,,Stream Gauge(Recording),115,imap
va42e,1839,Judd blw 107th,47.41006,-122.471,,Stream Gauge(Recording),70,imap
wnkDwn,1266,Snoq. River at RM 12.9 below Winkelman Revetment Reconstruction Project,47.71374,-121.994,Barton Project,Stream Gauge(Recording),37.04,
wnkPndOL,1878,Winkleman Pond Outlet 3,47.71589,-121.99,,Stream Gauge(Recording),37,
zLOST,1105,lost or discarded loggers,47.59901,-122.331,location to track lost instruments,Stream Gauge(Recording),,
z_U20_battery replaced,1474,put U20 loggers that battery was replaced,,,,,,
z_U20_low_battery,1941,U20 to be sent in to Onset,,,,,,
z_U22_dead_battery_loggers,1255,put U22 loggers with dead internal battery,,,,Stream Gauge(Recording),,
z_U22_replaced,1481,U22 loggers replaced by Onset,,,these serial numbers sent to Onset,,,
z_loaned,1239,loaned out loggers,,,,,,
zz_Curtis_D,1690,Loaned loggers,,,,Stream Gauge(Recording),,
zz_SWS_Onset,1733,Stormwater Services loggers,,,"hold SWS loggers, used for Xtie studies, & borrowed",Stream Gauge(Recording),,
zz_gager_AJM,1672,AJM / EPU 057 Stuff,,,,Stream Gauge(Recording),,
zz_gager_BJG,1572,BJG / EWV284 stuff,,,,Crest/Staff Gauge,,
zz_gager_DEF,1571,Funke / EPU106 stuff,,,,Crest/Staff Gauge,,
zz_gager_DTS,1671,DTS / EOP 143 stuff,,,,Stream Gauge(Recording),,
zz_gager_IAH,1770,Ian_Stuff,,,,Crest/Staff Gauge,,
zzz_Onset_Where,1720,Onset Loggers unkown location,,,,Stream Gauge(Recording),,
zzz_discard,1436,discarded instruments,,,,,,
